I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:910] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: GeForce GTX 750 Ti
major: 5 minor: 0 memoryClockRate (GHz) 1.0845
pciBusID 0000:01:00.0
Total memory: 1.95GiB
Free memory: 1.85GiB
2017-03-27 20:31:55.934800: Step 930: Train accuracy = 71.0%
2017-03-27 20:31:55.934840: Step 930: Cross entropy = 0.931892
2017-03-27 20:31:56.056321: Step 930: Validation accuracy = 73.0% (N=100)
2017-03-27 20:31:57.182433: Step 940: Train accuracy = 72.0%
2017-03-27 20:31:57.182476: Step 940: Cross entropy = 1.006302
2017-03-27 20:31:57.291842: Step 940: Validation accuracy = 65.0% (N=100)
2017-03-27 20:31:58.369125: Step 950: Train accuracy = 71.0%
2017-03-27 20:31:58.369162: Step 950: Cross entropy = 0.952995
2017-03-27 20:31:58.461226: Step 950: Validation accuracy = 78.0% (N=100)
2017-03-27 20:31:59.580951: Step 960: Train accuracy = 76.0%
2017-03-27 20:31:59.580994: Step 960: Cross entropy = 0.802515
2017-03-27 20:31:59.707867: Step 960: Validation accuracy = 68.0% (N=100)
2017-03-27 20:32:00.859028: Step 970: Train accuracy = 71.0%
2017-03-27 20:32:00.859072: Step 970: Cross entropy = 0.989191
2017-03-27 20:32:00.981590: Step 970: Validation accuracy = 72.0% (N=100)
2017-03-27 20:32:02.150848: Step 980: Train accuracy = 78.0%
2017-03-27 20:32:02.150895: Step 980: Cross entropy = 0.892240
2017-03-27 20:32:02.268825: Step 980: Validation accuracy = 71.0% (N=100)
2017-03-27 20:32:03.431176: Step 990: Train accuracy = 67.0%
2017-03-27 20:32:03.431222: Step 990: Cross entropy = 0.972598
2017-03-27 20:32:03.548721: Step 990: Validation accuracy = 65.0% (N=100)
2017-03-27 20:32:04.653977: Step 1000: Train accuracy = 72.0%
2017-03-27 20:32:04.654015: Step 1000: Cross entropy = 0.870211
2017-03-27 20:32:04.746035: Step 1000: Validation accuracy = 75.0% (N=100)
2017-03-27 20:32:05.873558: Step 1010: Train accuracy = 70.0%
2017-03-27 20:32:05.873601: Step 1010: Cross entropy = 0.835103
2017-03-27 20:32:06.011372: Step 1010: Validation accuracy = 70.0% (N=100)
2017-03-27 20:32:07.190326: Step 1020: Train accuracy = 78.0%
2017-03-27 20:32:07.190367: Step 1020: Cross entropy = 0.765195
2017-03-27 20:32:07.307657: Step 1020: Validation accuracy = 66.0% (N=100)
2017-03-27 20:32:08.495578: Step 1030: Train accuracy = 71.0%
2017-03-27 20:32:08.495620: Step 1030: Cross entropy = 1.006905
2017-03-27 20:32:08.614738: Step 1030: Validation accuracy = 65.0% (N=100)
2017-03-27 20:32:09.802284: Step 1040: Train accuracy = 76.0%
2017-03-27 20:32:09.802324: Step 1040: Cross entropy = 0.836335
2017-03-27 20:32:09.922740: Step 1040: Validation accuracy = 73.0% (N=100)
2017-03-27 20:32:11.117693: Step 1050: Train accuracy = 73.0%
2017-03-27 20:32:11.117735: Step 1050: Cross entropy = 0.980585
2017-03-27 20:32:11.237648: Step 1050: Validation accuracy = 66.0% (N=100)
2017-03-27 20:32:12.408971: Step 1060: Train accuracy = 76.0%
2017-03-27 20:32:12.409012: Step 1060: Cross entropy = 0.826664
2017-03-27 20:32:12.504684: Step 1060: Validation accuracy = 66.0% (N=100)
2017-03-27 20:32:13.635430: Step 1070: Train accuracy = 74.0%
2017-03-27 20:32:13.635470: Step 1070: Cross entropy = 0.943507
2017-03-27 20:32:13.751663: Step 1070: Validation accuracy = 62.0% (N=100)
2017-03-27 20:32:14.922854: Step 1080: Train accuracy = 73.0%
2017-03-27 20:32:14.922896: Step 1080: Cross entropy = 0.909135
2017-03-27 20:32:15.041546: Step 1080: Validation accuracy = 66.0% (N=100)
2017-03-27 20:32:16.210178: Step 1090: Train accuracy = 73.0%
2017-03-27 20:32:16.210216: Step 1090: Cross entropy = 0.838602
2017-03-27 20:32:16.302011: Step 1090: Validation accuracy = 71.0% (N=100)
2017-03-27 20:32:17.376041: Step 1100: Train accuracy = 79.0%
2017-03-27 20:32:17.376082: Step 1100: Cross entropy = 0.784602
2017-03-27 20:32:17.508360: Step 1100: Validation accuracy = 66.0% (N=100)
2017-03-27 20:32:18.655115: Step 1110: Train accuracy = 82.0%
2017-03-27 20:32:18.655160: Step 1110: Cross entropy = 0.781126
2017-03-27 20:32:18.767769: Step 1110: Validation accuracy = 72.0% (N=100)
2017-03-27 20:32:19.935007: Step 1120: Train accuracy = 73.0%
2017-03-27 20:32:19.935048: Step 1120: Cross entropy = 0.893301
2017-03-27 20:32:20.051984: Step 1120: Validation accuracy = 72.0% (N=100)
2017-03-27 20:32:21.202557: Step 1130: Train accuracy = 73.0%
2017-03-27 20:32:21.202599: Step 1130: Cross entropy = 0.890952
2017-03-27 20:32:21.321583: Step 1130: Validation accuracy = 67.0% (N=100)
2017-03-27 20:32:22.469124: Step 1140: Train accuracy = 83.0%
2017-03-27 20:32:22.469165: Step 1140: Cross entropy = 0.708857
2017-03-27 20:32:22.592168: Step 1140: Validation accuracy = 72.0% (N=100)
2017-03-27 20:32:23.508689: Step 1150: Train accuracy = 77.0%
2017-03-27 20:32:23.508780: Step 1150: Cross entropy = 0.789941
2017-03-27 20:32:23.633828: Step 1150: Validation accuracy = 65.0% (N=100)
2017-03-27 20:32:24.758800: Step 1160: Train accuracy = 70.0%
2017-03-27 20:32:24.758842: Step 1160: Cross entropy = 0.840157
2017-03-27 20:32:24.881533: Step 1160: Validation accuracy = 77.0% (N=100)
2017-03-27 20:32:26.029938: Step 1170: Train accuracy = 72.0%
2017-03-27 20:32:26.029989: Step 1170: Cross entropy = 0.853771
2017-03-27 20:32:26.150137: Step 1170: Validation accuracy = 68.0% (N=100)
2017-03-27 20:32:27.256451: Step 1180: Train accuracy = 82.0%
2017-03-27 20:32:27.256492: Step 1180: Cross entropy = 0.738128
2017-03-27 20:32:27.381578: Step 1180: Validation accuracy = 69.0% (N=100)
2017-03-27 20:32:28.589001: Step 1190: Train accuracy = 74.0%
2017-03-27 20:32:28.589039: Step 1190: Cross entropy = 0.785607
2017-03-27 20:32:28.716718: Step 1190: Validation accuracy = 76.0% (N=100)
2017-03-27 20:32:29.808293: Step 1200: Train accuracy = 72.0%
2017-03-27 20:32:29.808335: Step 1200: Cross entropy = 0.906385
2017-03-27 20:32:29.936276: Step 1200: Validation accuracy = 79.0% (N=100)
2017-03-27 20:32:31.049064: Step 1210: Train accuracy = 83.0%
2017-03-27 20:32:31.049105: Step 1210: Cross entropy = 0.756682
2017-03-27 20:32:31.162112: Step 1210: Validation accuracy = 73.0% (N=100)
2017-03-27 20:32:32.256197: Step 1220: Train accuracy = 78.0%
2017-03-27 20:32:32.256238: Step 1220: Cross entropy = 0.848621
2017-03-27 20:32:32.365518: Step 1220: Validation accuracy = 74.0% (N=100)
2017-03-27 20:32:33.451053: Step 1230: Train accuracy = 80.0%
2017-03-27 20:32:33.451096: Step 1230: Cross entropy = 0.810069
2017-03-27 20:32:33.568941: Step 1230: Validation accuracy = 67.0% (N=100)
2017-03-27 20:32:34.675179: Step 1240: Train accuracy = 75.0%
2017-03-27 20:32:34.675225: Step 1240: Cross entropy = 0.831315
2017-03-27 20:32:34.792409: Step 1240: Validation accuracy = 75.0% (N=100)
2017-03-27 20:32:35.868411: Step 1250: Train accuracy = 79.0%
2017-03-27 20:32:35.868450: Step 1250: Cross entropy = 0.758356
2017-03-27 20:32:35.976035: Step 1250: Validation accuracy = 77.0% (N=100)
2017-03-27 20:32:37.033997: Step 1260: Train accuracy = 78.0%
2017-03-27 20:32:37.034043: Step 1260: Cross entropy = 0.908636
2017-03-27 20:32:37.149990: Step 1260: Validation accuracy = 77.0% (N=100)
2017-03-27 20:32:38.223527: Step 1270: Train accuracy = 75.0%
2017-03-27 20:32:38.223572: Step 1270: Cross entropy = 0.841787
2017-03-27 20:32:38.331420: Step 1270: Validation accuracy = 78.0% (N=100)
2017-03-27 20:32:39.387163: Step 1280: Train accuracy = 75.0%
2017-03-27 20:32:39.387203: Step 1280: Cross entropy = 0.879915
2017-03-27 20:32:39.504541: Step 1280: Validation accuracy = 75.0% (N=100)
2017-03-27 20:32:40.589015: Step 1290: Train accuracy = 75.0%
2017-03-27 20:32:40.589055: Step 1290: Cross entropy = 0.796178
2017-03-27 20:32:40.706277: Step 1290: Validation accuracy = 71.0% (N=100)
2017-03-27 20:32:41.789055: Step 1300: Train accuracy = 84.0%
2017-03-27 20:32:41.789096: Step 1300: Cross entropy = 0.732057
2017-03-27 20:32:41.904833: Step 1300: Validation accuracy = 74.0% (N=100)
2017-03-27 20:32:43.021272: Step 1310: Train accuracy = 70.0%
2017-03-27 20:32:43.021315: Step 1310: Cross entropy = 0.933972
2017-03-27 20:32:43.139682: Step 1310: Validation accuracy = 78.0% (N=100)
2017-03-27 20:32:44.199715: Step 1320: Train accuracy = 80.0%
2017-03-27 20:32:44.199756: Step 1320: Cross entropy = 0.824769
2017-03-27 20:32:44.313849: Step 1320: Validation accuracy = 69.0% (N=100)
2017-03-27 20:32:45.414336: Step 1330: Train accuracy = 75.0%
2017-03-27 20:32:45.414379: Step 1330: Cross entropy = 0.770512
2017-03-27 20:32:45.527080: Step 1330: Validation accuracy = 65.0% (N=100)
2017-03-27 20:32:46.653948: Step 1340: Train accuracy = 69.0%
2017-03-27 20:32:46.653988: Step 1340: Cross entropy = 0.864790
2017-03-27 20:32:46.770050: Step 1340: Validation accuracy = 73.0% (N=100)
2017-03-27 20:32:47.846119: Step 1350: Train accuracy = 76.0%
2017-03-27 20:32:47.846162: Step 1350: Cross entropy = 0.889984
2017-03-27 20:32:47.961984: Step 1350: Validation accuracy = 82.0% (N=100)
2017-03-27 20:32:49.013774: Step 1360: Train accuracy = 73.0%
2017-03-27 20:32:49.013816: Step 1360: Cross entropy = 0.834247
2017-03-27 20:32:49.125556: Step 1360: Validation accuracy = 74.0% (N=100)
2017-03-27 20:32:50.174566: Step 1370: Train accuracy = 68.0%
2017-03-27 20:32:50.174606: Step 1370: Cross entropy = 1.032177
2017-03-27 20:32:50.280860: Step 1370: Validation accuracy = 71.0% (N=100)
2017-03-27 20:32:51.339388: Step 1380: Train accuracy = 76.0%
2017-03-27 20:32:51.339438: Step 1380: Cross entropy = 0.883399
2017-03-27 20:32:51.456458: Step 1380: Validation accuracy = 72.0% (N=100)
2017-03-27 20:32:52.531826: Step 1390: Train accuracy = 74.0%
2017-03-27 20:32:52.531871: Step 1390: Cross entropy = 0.860946
2017-03-27 20:32:52.636591: Step 1390: Validation accuracy = 71.0% (N=100)
2017-03-27 20:32:53.677052: Step 1400: Train accuracy = 73.0%
2017-03-27 20:32:53.677101: Step 1400: Cross entropy = 0.808029
2017-03-27 20:32:53.789858: Step 1400: Validation accuracy = 65.0% (N=100)
2017-03-27 20:32:54.874291: Step 1410: Train accuracy = 68.0%
2017-03-27 20:32:54.874328: Step 1410: Cross entropy = 0.907414
2017-03-27 20:32:54.961542: Step 1410: Validation accuracy = 73.0% (N=100)
2017-03-27 20:32:55.872927: Step 1420: Train accuracy = 81.0%
2017-03-27 20:32:55.872970: Step 1420: Cross entropy = 0.747713
2017-03-27 20:32:55.988452: Step 1420: Validation accuracy = 77.0% (N=100)
2017-03-27 20:32:57.068311: Step 1430: Train accuracy = 79.0%
2017-03-27 20:32:57.068355: Step 1430: Cross entropy = 0.770090
2017-03-27 20:32:57.184098: Step 1430: Validation accuracy = 73.0% (N=100)
2017-03-27 20:32:58.263044: Step 1440: Train accuracy = 71.0%
2017-03-27 20:32:58.263087: Step 1440: Cross entropy = 0.901566
2017-03-27 20:32:58.375918: Step 1440: Validation accuracy = 70.0% (N=100)
2017-03-27 20:32:59.446926: Step 1450: Train accuracy = 78.0%
2017-03-27 20:32:59.446966: Step 1450: Cross entropy = 0.836414
2017-03-27 20:32:59.551942: Step 1450: Validation accuracy = 72.0% (N=100)
2017-03-27 20:33:00.502057: Step 1460: Train accuracy = 77.0%
2017-03-27 20:33:00.502094: Step 1460: Cross entropy = 0.889493
2017-03-27 20:33:00.594392: Step 1460: Validation accuracy = 80.0% (N=100)
2017-03-27 20:33:01.693842: Step 1470: Train accuracy = 79.0%
2017-03-27 20:33:01.693884: Step 1470: Cross entropy = 0.723179
2017-03-27 20:33:01.814481: Step 1470: Validation accuracy = 74.0% (N=100)
2017-03-27 20:33:02.917407: Step 1480: Train accuracy = 84.0%
2017-03-27 20:33:02.917450: Step 1480: Cross entropy = 0.733491
2017-03-27 20:33:03.027936: Step 1480: Validation accuracy = 69.0% (N=100)
2017-03-27 20:33:04.133430: Step 1490: Train accuracy = 83.0%
2017-03-27 20:33:04.133472: Step 1490: Cross entropy = 0.779872
2017-03-27 20:33:04.244116: Step 1490: Validation accuracy = 71.0% (N=100)
2017-03-27 20:33:05.358518: Step 1500: Train accuracy = 72.0%
2017-03-27 20:33:05.358560: Step 1500: Cross entropy = 0.862093
2017-03-27 20:33:05.471553: Step 1500: Validation accuracy = 73.0% (N=100)
2017-03-27 20:33:06.467059: Step 1510: Train accuracy = 80.0%
2017-03-27 20:33:06.467100: Step 1510: Cross entropy = 0.753196
2017-03-27 20:33:06.577860: Step 1510: Validation accuracy = 66.0% (N=100)
2017-03-27 20:33:07.741704: Step 1520: Train accuracy = 79.0%
2017-03-27 20:33:07.741741: Step 1520: Cross entropy = 0.772927
2017-03-27 20:33:07.828527: Step 1520: Validation accuracy = 71.0% (N=100)
2017-03-27 20:33:08.883122: Step 1530: Train accuracy = 71.0%
2017-03-27 20:33:08.883162: Step 1530: Cross entropy = 0.928518
2017-03-27 20:33:08.989209: Step 1530: Validation accuracy = 73.0% (N=100)
2017-03-27 20:33:10.095081: Step 1540: Train accuracy = 80.0%
2017-03-27 20:33:10.095123: Step 1540: Cross entropy = 0.743499
2017-03-27 20:33:10.211784: Step 1540: Validation accuracy = 77.0% (N=100)
2017-03-27 20:33:11.305441: Step 1550: Train accuracy = 74.0%
2017-03-27 20:33:11.305490: Step 1550: Cross entropy = 0.781169
2017-03-27 20:33:11.421016: Step 1550: Validation accuracy = 78.0% (N=100)
2017-03-27 20:33:12.439004: Step 1560: Train accuracy = 70.0%
2017-03-27 20:33:12.439047: Step 1560: Cross entropy = 0.861392
2017-03-27 20:33:12.555110: Step 1560: Validation accuracy = 76.0% (N=100)
2017-03-27 20:33:13.678692: Step 1570: Train accuracy = 79.0%
2017-03-27 20:33:13.678737: Step 1570: Cross entropy = 0.771450
2017-03-27 20:33:13.791607: Step 1570: Validation accuracy = 71.0% (N=100)
2017-03-27 20:33:14.915808: Step 1580: Train accuracy = 80.0%
2017-03-27 20:33:14.915850: Step 1580: Cross entropy = 0.694522
2017-03-27 20:33:15.012674: Step 1580: Validation accuracy = 81.0% (N=100)
2017-03-27 20:33:16.116561: Step 1590: Train accuracy = 78.0%
2017-03-27 20:33:16.116601: Step 1590: Cross entropy = 0.810443
2017-03-27 20:33:16.226578: Step 1590: Validation accuracy = 73.0% (N=100)
2017-03-27 20:33:17.333670: Step 1600: Train accuracy = 80.0%
2017-03-27 20:33:17.333713: Step 1600: Cross entropy = 0.793937
2017-03-27 20:33:17.440108: Step 1600: Validation accuracy = 70.0% (N=100)
2017-03-27 20:33:18.570549: Step 1610: Train accuracy = 75.0%
2017-03-27 20:33:18.570593: Step 1610: Cross entropy = 0.846210
2017-03-27 20:33:18.683612: Step 1610: Validation accuracy = 71.0% (N=100)
2017-03-27 20:33:19.804016: Step 1620: Train accuracy = 78.0%
2017-03-27 20:33:19.804056: Step 1620: Cross entropy = 0.803986
2017-03-27 20:33:19.910921: Step 1620: Validation accuracy = 71.0% (N=100)
2017-03-27 20:33:21.009324: Step 1630: Train accuracy = 77.0%
2017-03-27 20:33:21.009369: Step 1630: Cross entropy = 0.823848
2017-03-27 20:33:21.120313: Step 1630: Validation accuracy = 73.0% (N=100)
2017-03-27 20:33:22.225098: Step 1640: Train accuracy = 80.0%
2017-03-27 20:33:22.225140: Step 1640: Cross entropy = 0.705756
2017-03-27 20:33:22.341928: Step 1640: Validation accuracy = 64.0% (N=100)
2017-03-27 20:33:23.452111: Step 1650: Train accuracy = 84.0%
2017-03-27 20:33:23.452152: Step 1650: Cross entropy = 0.603596
2017-03-27 20:33:23.567815: Step 1650: Validation accuracy = 74.0% (N=100)
2017-03-27 20:33:24.639321: Step 1660: Train accuracy = 73.0%
2017-03-27 20:33:24.639367: Step 1660: Cross entropy = 0.842267
2017-03-27 20:33:24.753561: Step 1660: Validation accuracy = 71.0% (N=100)
2017-03-27 20:33:25.858631: Step 1670: Train accuracy = 72.0%
2017-03-27 20:33:25.858671: Step 1670: Cross entropy = 0.913129
2017-03-27 20:33:25.967943: Step 1670: Validation accuracy = 80.0% (N=100)
2017-03-27 20:33:27.063964: Step 1680: Train accuracy = 86.0%
2017-03-27 20:33:27.064006: Step 1680: Cross entropy = 0.649968
2017-03-27 20:33:27.179454: Step 1680: Validation accuracy = 77.0% (N=100)
2017-03-27 20:33:28.293201: Step 1690: Train accuracy = 79.0%
2017-03-27 20:33:28.293241: Step 1690: Cross entropy = 0.734457
2017-03-27 20:33:28.384660: Step 1690: Validation accuracy = 77.0% (N=100)
2017-03-27 20:33:29.450924: Step 1700: Train accuracy = 81.0%
2017-03-27 20:33:29.450964: Step 1700: Cross entropy = 0.659318
2017-03-27 20:33:29.564245: Step 1700: Validation accuracy = 78.0% (N=100)
2017-03-27 20:33:30.565992: Step 1710: Train accuracy = 83.0%
2017-03-27 20:33:30.566030: Step 1710: Cross entropy = 0.676821
2017-03-27 20:33:30.653765: Step 1710: Validation accuracy = 74.0% (N=100)
2017-03-27 20:33:31.741520: Step 1720: Train accuracy = 77.0%
2017-03-27 20:33:31.741564: Step 1720: Cross entropy = 0.733599
2017-03-27 20:33:31.856059: Step 1720: Validation accuracy = 76.0% (N=100)
2017-03-27 20:33:32.932047: Step 1730: Train accuracy = 80.0%
2017-03-27 20:33:32.932088: Step 1730: Cross entropy = 0.779466
2017-03-27 20:33:33.039586: Step 1730: Validation accuracy = 74.0% (N=100)
2017-03-27 20:33:34.142623: Step 1740: Train accuracy = 84.0%
2017-03-27 20:33:34.142665: Step 1740: Cross entropy = 0.782645
2017-03-27 20:33:34.259854: Step 1740: Validation accuracy = 77.0% (N=100)
2017-03-27 20:33:35.351194: Step 1750: Train accuracy = 70.0%
2017-03-27 20:33:35.351239: Step 1750: Cross entropy = 0.823526
2017-03-27 20:33:35.459751: Step 1750: Validation accuracy = 76.0% (N=100)
2017-03-27 20:33:36.522182: Step 1760: Train accuracy = 77.0%
2017-03-27 20:33:36.522219: Step 1760: Cross entropy = 0.781237
2017-03-27 20:33:36.603576: Step 1760: Validation accuracy = 67.0% (N=100)
2017-03-27 20:33:37.587923: Step 1770: Train accuracy = 75.0%
2017-03-27 20:33:37.587962: Step 1770: Cross entropy = 0.777753
2017-03-27 20:33:37.703876: Step 1770: Validation accuracy = 80.0% (N=100)
2017-03-27 20:33:38.672195: Step 1780: Train accuracy = 81.0%
2017-03-27 20:33:38.672233: Step 1780: Cross entropy = 0.682713
2017-03-27 20:33:38.756681: Step 1780: Validation accuracy = 68.0% (N=100)
2017-03-27 20:33:39.670899: Step 1790: Train accuracy = 82.0%
2017-03-27 20:33:39.670941: Step 1790: Cross entropy = 0.750373
2017-03-27 20:33:39.756285: Step 1790: Validation accuracy = 73.0% (N=100)
2017-03-27 20:33:40.721045: Step 1800: Train accuracy = 75.0%
2017-03-27 20:33:40.721085: Step 1800: Cross entropy = 0.790402
2017-03-27 20:33:40.824054: Step 1800: Validation accuracy = 83.0% (N=100)
2017-03-27 20:33:41.682464: Step 1810: Train accuracy = 76.0%
2017-03-27 20:33:41.682513: Step 1810: Cross entropy = 0.755643
2017-03-27 20:33:41.798251: Step 1810: Validation accuracy = 75.0% (N=100)
2017-03-27 20:33:42.769868: Step 1820: Train accuracy = 67.0%
2017-03-27 20:33:42.769906: Step 1820: Cross entropy = 0.959292
2017-03-27 20:33:42.859385: Step 1820: Validation accuracy = 69.0% (N=100)
2017-03-27 20:33:43.711112: Step 1830: Train accuracy = 82.0%
2017-03-27 20:33:43.711154: Step 1830: Cross entropy = 0.718848
2017-03-27 20:33:43.829307: Step 1830: Validation accuracy = 73.0% (N=100)
2017-03-27 20:33:44.770453: Step 1840: Train accuracy = 81.0%
2017-03-27 20:33:44.770487: Step 1840: Cross entropy = 0.753522
2017-03-27 20:33:44.856010: Step 1840: Validation accuracy = 67.0% (N=100)
2017-03-27 20:33:45.823187: Step 1850: Train accuracy = 78.0%
2017-03-27 20:33:45.823233: Step 1850: Cross entropy = 0.744056
2017-03-27 20:33:45.907955: Step 1850: Validation accuracy = 80.0% (N=100)
2017-03-27 20:33:46.822043: Step 1860: Train accuracy = 80.0%
2017-03-27 20:33:46.822081: Step 1860: Cross entropy = 0.726728
2017-03-27 20:33:46.917790: Step 1860: Validation accuracy = 75.0% (N=100)
2017-03-27 20:33:47.801714: Step 1870: Train accuracy = 71.0%
2017-03-27 20:33:47.801754: Step 1870: Cross entropy = 0.873782
2017-03-27 20:33:47.904391: Step 1870: Validation accuracy = 73.0% (N=100)
2017-03-27 20:33:48.849202: Step 1880: Train accuracy = 78.0%
2017-03-27 20:33:48.849242: Step 1880: Cross entropy = 0.752501
2017-03-27 20:33:48.932249: Step 1880: Validation accuracy = 84.0% (N=100)
2017-03-27 20:33:49.787873: Step 1890: Train accuracy = 80.0%
2017-03-27 20:33:49.787924: Step 1890: Cross entropy = 0.644170
2017-03-27 20:33:49.890542: Step 1890: Validation accuracy = 76.0% (N=100)
2017-03-27 20:33:50.746679: Step 1900: Train accuracy = 84.0%
2017-03-27 20:33:50.746720: Step 1900: Cross entropy = 0.594303
2017-03-27 20:33:50.829079: Step 1900: Validation accuracy = 76.0% (N=100)
2017-03-27 20:33:51.679422: Step 1910: Train accuracy = 83.0%
2017-03-27 20:33:51.679463: Step 1910: Cross entropy = 0.627654
2017-03-27 20:33:51.775344: Step 1910: Validation accuracy = 70.0% (N=100)
2017-03-27 20:33:52.770021: Step 1920: Train accuracy = 78.0%
2017-03-27 20:33:52.770063: Step 1920: Cross entropy = 0.825286
2017-03-27 20:33:52.880898: Step 1920: Validation accuracy = 67.0% (N=100)
2017-03-27 20:33:53.951029: Step 1930: Train accuracy = 85.0%
2017-03-27 20:33:53.951071: Step 1930: Cross entropy = 0.611483
2017-03-27 20:33:54.041128: Step 1930: Validation accuracy = 70.0% (N=100)
2017-03-27 20:33:55.052574: Step 1940: Train accuracy = 87.0%
2017-03-27 20:33:55.052612: Step 1940: Cross entropy = 0.617251
2017-03-27 20:33:55.140786: Step 1940: Validation accuracy = 66.0% (N=100)
2017-03-27 20:33:56.193882: Step 1950: Train accuracy = 80.0%
2017-03-27 20:33:56.193922: Step 1950: Cross entropy = 0.714622
2017-03-27 20:33:56.300709: Step 1950: Validation accuracy = 78.0% (N=100)
2017-03-27 20:33:57.351644: Step 1960: Train accuracy = 80.0%
2017-03-27 20:33:57.351686: Step 1960: Cross entropy = 0.709191
2017-03-27 20:33:57.456867: Step 1960: Validation accuracy = 77.0% (N=100)
2017-03-27 20:33:58.534187: Step 1970: Train accuracy = 78.0%
2017-03-27 20:33:58.534228: Step 1970: Cross entropy = 0.770075
2017-03-27 20:33:58.642008: Step 1970: Validation accuracy = 76.0% (N=100)
2017-03-27 20:33:59.724923: Step 1980: Train accuracy = 82.0%
2017-03-27 20:33:59.724965: Step 1980: Cross entropy = 0.656787
